text	bin_label
हैदराबाद में डॉक्टर प्रियंका रेड्डी के साथ हुए बलात्कार और उसके बाद उसकी निर्ममता से हत्या के मामले में हिंदुस्तान के तथाकथित सेकुलरवादीयों का दल आज इसके खिलाफ़ आवाज़ उठाने में परहेज कर रहा है क्योंकि आरोपी मुसलमान और इलाका असदुद्दीन ओवैसी का बस इतना काफी है विरोध न करने के लिए	host
प्रशांत भूषण की मुश्किलें बढ़ी, अब बार काउंसिल ऑफ इंडिया करेगा कार्रवाई	not
अब महाराष्ट्र के एक और बड़े नेता विजय वडेट्टीवार ने कंगना रनौत पर तीखा हमला बोला है	not
बिहार मातम में बदला जश्न, शादी समारोह के दौरान झोपड़ी में घुसा ट्रक, आठ की मौत	not
ये तो साला शकल से ही हरामी लगता है	host
बहुत बड़ा सुअर है साला ंजयसिंहगुंडाहैं	host
अंतरिक्ष राज्य मंत्री डॉ. जितेन्द्र सिंह ने कहा है कि चंद्रयान3 का प्रक्षेपण की शुरुआत में किया जा सकता है। चंद्रयान3 भी चंद्रयान2 की तरह ही होगा, उसमें लैंडर और रोवर शामिल होंगे लेकिन आर्बिटर नहीं होगा। फाइल फोटो	not
नीले आसमान के लिए प्रथम अंतरराष्ट्रीय स्वच्छ वायु दिवस पर वेबिनार में केंद्रीय पर्यावरण, वन और जलवायु परिवर्तन मंत्री का संबोधन WATCH LIVE	not
VodafoneIdea आज वर्चुअल कॉन्फ़्रेंस के जरिए बड़ा ऐलान कर सकती है।	not
 आवश्यक कार्यवाही हेतु।	not
एक मासूम आदमी को इसलिए परेशान किया जा रहा है क्योंकि उनकी आघोषित संपत्ति करोड़ रूपए है  जो दुनिआ के की जीडीपी से भी ज्यादा है  हमें तो अब यह चैलेंज देने की हालत में भी नहीं छोड़ा गया की कुछ बोल सकें भ्रस्टाचार किया है तो जेल में बंद करके दिखाओ	host
पावर कंपनी के चेयरमैन ने भी कर्मचारियों की तारीफ की है.	not
बुजुर्ग की हत्या से गांव में सनसनी, बुजुर्ग की गला रेतकर की गई निर्मम हत्या, हत्या कर गांव के बाहर फेंका गया शव, पुलिस मौके पर जांच में जुटी, महोली थाना इलाके का मामला।	not
प्रधानमंत्री नरेंद्र मोदी की माँ हीराबेन आज भी अस्पताल जाने के लिए ऑटोरिक्शा लेती हैं	host
तुम लोगों की हरकतें इतनी कमीनी हो गई पहले तुमने देश के सेवानिवृत्त सेनापति को10 गुंडों से पिटवा कर कर खूब वाहवाही लूटी और अब आम नागरिक को तंग कर रहे हो बेबी पेंगुइन थोड़ी बहुत तो शर्म कर लो	host
सोनू सूद से प्रेरणा आदिवासियों ने वो किया जो सरकारें नहीं कर सकीं	not
अगर मोदी जी वादे के सच्चे होते , तो आज जशोदाबेन के भी बच्चे होते ।	host
ीमप्लसजयमीम ीरहरण कर्नाटक कांग्रेस नेता फारुख इमाम हुसैन दलित महिला को निर्वस्त्र करता हुआ  	host
कोरोना महामारी के दौरान किसानों को राहत प्रदान करने हेतु सरकार द्वारा रिकॉर्ड स्तर पर गेहूं और गन्ने की खरीद की गई। किसानों को आर्थिक रूप से सशक्त बनाने हेतु पीएम किसान सम्मान निधि के अंतर्गत ₹0202 हजार हस्तांतरित किए गए।	not
देश की जानी मानी वकील इंदिरा जयसिंह और आनंद ग्रोवर के ठिकानों पर का छापा	not
लिस का सिपाही एक लड़के को लाठी से पीटता	host
संजय सिंह लोगों के आंख में धूल झोंकना बंद कर केजरीवाल आर एस एस की संघ शाखा की पैदाइश तुम सब फ्रॉड हो तुम सब आर एस एस बीजेपी के हो देश तो समझ गई थी दिल्ली की जनता नहीं समझ पाई यह गलती हुई	host
महाराष्ट्र के गृह मंत्री ने कहा कि यदि कंगना यहां असुरक्षित महसूस करती हैं तो उन्हें यहां पर रुकने का कोई अधिकार नहीं है.	not
नवाज़ ने अपने नेक्स्ट प्रोजेक्ट की अनाउंसमेंट के साथ साल पुराना एक किस्सा शेयर किया है. वो बता रहे हैं कि किस तरह उन्होंने सुधीर मिश्रा से मिलने की कोशिश की थी. दिनभर इंतजार किया था. मगर उनसे मिल नहीं पाए थे.	not
ओडिशा महानदी में आई बाढ़, लोगों की मौत, लाखों प्रभावित	not
कर्नाटक की राजनीति में दिखी लोकतंत्र के मजाक की तस्वीरें, BJP ने बताया ब्लैक डे रिपोर्ट 	not
रोडवेज बस और बाइक में टक्कर, बाइक सवार महिला पुरूष की मौत, पुलिस ने शव पोस्टमार्टम के लिए भेजे, दोनों शवों की शिनाख्त में जुटी पुलिस, उझानी कोतवाली के गंगोरा में हादसा।	not
बाईकाट करो दोनों कमिने को दोगले को Unfollow भी करो दोगले को	host
महिला संगठन पिंजरा तोड़ ग्रुप की सदस्य देवांगना कलिता को दंगे से जुड़े एक मामले में जमानत मिल गई है. 	not
IPL देख रहा होगा कमिना	host
सेबी के नए नियम सितंबर से लागू, शेयर बाजार में निवेशकों के लिए नई व्यवस्था 	not
CM नीतीश कुमार ने पटना रिंग रोड परियोजना और निर्माणाधीन लेन गंगा पुल का किया निरीक्षण प्रकाश कुमार  की रिपोर्ट	not
थाना वृन्दावन क्षेत्र इमलीतला स्थित गौड़ीय मठ के साधुओँ में आपस में हुयी मारपीट करने वाले मुख्य अभियुक्त की गिरफ्तारी व पुलिस द्वारा की जा रही कार्यवाही के सम्बन्ध में क्षेत्राधिकारी सदर द्वारा दी गयी बाइट।	host
on  सिद्धार्थ पिठानी सीबीआई जांच में शामिल होने के लिए पहुंचे DRDO ऑफिस, देखिए रिपब्लिक भारत पर  YouTube live TV	not
बाबरी मस्जिद पर आखिरी नमाज़ अदा की गयी  इस नमाज़ के बाद यह मस्जिद की जगह हिन्दू प्रबंधन को दे दी जाएगी ोध्याफैसला ाबरीमस्जिद	host
यह साधारण सी भिंडी आपको डायबिटीज से भी बचा सकती है जानिए भिंडी के ऐसे ही और फायदे	not
के बाद Federer, Nadal और Novak Djokovic के अलावा कोई अन्य खिलाड़ी कभी ग्रैंडस्लैम जीत ही नहीं पाया। यानी पिछले ग्रैंड स्लैम खिताब बिग थ्री के ही नाम रहे	not
   सत्ता को अपनी जागीर समझने वाले यह भूल रहे है कि जनता ने उन्हें साल के लिए संविदा पर चुना है।। …	host
दूसरे हफ्ते में भी ज़ोरदार कमाई कर रही है आयुष्मान खुराना की आर्टिकल , जानें अब तक का कलेक्शन	not
सुना है अरविंद केजरीवाल को कोरोना हुआ है ओम शांति ओम शांति ओम शांति	host
Reliance Jio और एयरटेल के बीच प्राइस वॉर,  सस्ती हुई ब्रॉडबैंड सर्विस	not
बीजेपी का दावा है कि उसने ग्वालियरचंबल संभाग में कांग्रेस कार्यकर्ताओं को बीजेपी में शामिल करवाया है. कांग्रेस में तो हलचल इस बात की है कि उनके पास उस संभाग में इतनें कार्यकर्ता थे भी या नहीं.Thinking face	host
रामभक्त गोपाल शर्मा हिन्दुत्व आतंकवादि ने महज रुपये का कारतूस खर्च कर भविष्य में बीजेपी से विधानसभा चुनाव का टिकट कन्फर्म कर लिया	host
कृषि कार्यों में साथ काम करते समय क्या एहतियात रखें	not
भुखमरी के कगार पर चीन दानेदाने की मोहताज हो सकती है बढ़ती आबादी via	not
चुप MC कहीं का, अनपढ़, गंवार कमीना, हरामखोर।	host
नीतीश कुमार का सुशासन पानी में तैर रहा है। मुजफ्फरपुर, भागलपुर, बिहार शरीफ और पटना को स्मार्ट सिटी बनाने की लिए चुना गया था जो आज भी बरसात के पानी जलभराव से परेशान है। बिहार का संकल्प, बदलाव ही विकल्प।	host
ढाई साल का बच्चा राम भजन गा रहा है , मेरा देश बदल रहा है 	not
मुझे अब दिल करने लगी है सोशल साइट छोड़ने की यहां लोग खाली लिखते हैं चिल्लाते हैं जमीन पर कुछ करते दिखते नहीं संघर्ष की मतलब होती है संसद से लेकर सड़क तक  सोशल मीडिया पर तो संघर्ष कर रहे है आप दो जगह खाली छोड़ रहे हैं वही सबसे जरूरी चीज है संसद से सड़क तक	host
इटली के वैज्ञानिकों ने अपनी नई रिसर्च में पाया है कि कोविड19 जैसा कोई वायरस असल में है ही नहीं।	host
मंदिर में रमजान, इफ़्तार और नमाज़ का आयोजन तो हमेशा होता है  लेकिन मुसलमानों ने आज तक एक भी मज़्ज़िद में नवरात्री पूजा का आयोजन नहीं किया  मुझे शर्म आती है, क्या यह सेक्युलरिज़्म का ठेका सिर्फ़ हिन्दू भाइयों ने ले रखा है रुबिका लियाकत ने कहा मंदिर में रमज़ान तो होती है पर मस्जिद में नवरात्री नहीं	host
खौफ के वो सेकंड पतंग के साथ उड़ गई तीन साल की बच्ची, सोशल मीडिया पर वीडियो हुआ वायरल	not
ऐसे कमीनी अगर पुलिस की वर्दी पहन कर घूमेंगे तो बंटाधार तो होगा यह टोटी चोर पार्टी का प्रचार करना चाहता है और कुछ नहीं	host
कोरोना पर नियंत्रण के लिए हमारी रणनीति सही, जीत लेंगे लड़ाई। माननीय मुख्यमंत्री श्री पढ़िए दैनिक जागरण के साथ माननीय मुख्यमंत्री जी की विविध मुद्दों पर खास बातचीत	not
Happiest Minds IPO खुलते ही पूरी तरह सब्सक्राइब हुआ हैपिएस्ट माइंड का आईपीओ	not
LAC पर भारतचीन सेना के बीच फिर से झड़प पर ट्वीट कर दें अपनी राय पर लगातार Watch LIVE 	not
ये है कोरोना का खतरनाक साइड इफेक्ट, जो लंबे समय तक कर सकता है परेशान	not
दोस्तो सब लोग एकजुट होकर एक साथ खड़े हो चाहे वो जिस भी चीज का भी पढ़ाई कर रहा हो ,क्योंकि ये सरकार हम युवा छात्रों बेरोजगारों की कुछ नहीं सुन रही और नहीं सुनेगी।	host
मित्रों, मजहब नहीं सिखाता,. आपस में बैर रखना,, अच्छा, तो नमाजी और काफिर में अंतर कौन सिखाता है भाई,... सीख उर्दू के शब्द अच्छे तो लगते हैं, पर ये होते झूठे व मक्कार हैं, जुमलों में और यथार्थ में अंतर होता है..	host
SSR Case शौविकसैमुअल की गिरफ्तारी के बाद वकील विकास सिंह का बयान जांच के साथ निकलेंगे कई और एंगल	not
भारतीय जनता पार्टी भाजपा के कार्यकर्ताओं द्वारा सिख समुदाय के एक व्यक्ति को पीटा गया है ।	host
टीम जंगपुरा ने माननीय मुख्यमंत्री के जन्मदिन के उपलक्ष में oximeter डोनेट करने का निर्णय लिया है ताकि करोना महामारी में लोगों की जान बचाई जा सके l	not
हर तीन महीने में कांग्रेस पार्टी गर्भवती होकर ऑपरेशन थिएटर में भर्ती होती है.. खूब हंगामा मचता है कि इस बार जरूर कुछ होगा जरूर कुछ होगा फिर डॉक्टर ऑपरेशन थिएटर से बाहर निकलता है अपना मास्क निकालता है ग्लब्स उतारता है और कहता है सॉरी बस पेट में गैस था.. रिलीज हो गया....	host
उर्वरक विभाग, से सितंबर, तक स्वच्छता पखवाड़ा मना रहा है ोविड19 महामारी के प्रकोप को देखते हुए इस वर्ष स्वच्छता पखवाड़ा और भी महत्वपूर्ण केंद्रीय मंत्री, 	not
इंतज़ार खत्म भारत में सितंबर को लॉन्च होगा Samsung का नया फोन, मिलेगी mAh की बैटरी	not
   राहुल गांधी ने प्रधानमंत्री चुनाव से पहले बयान दिया कांग्रेस मुसलमानों की पार्टी है फिर मप्र मे दलित किसान पर भाजपा…	host
हाई अलर्ट गृह मामलों के अधिकारी बन लोग घरों में कर रहे हैं चोरी	host
पिछले कुछ दिनों में दिल्ली में कोरोना के केस में थोड़ी बढ़ोतरी हुई, हालांकि बाकी आंकड़े कंट्रोल में हैं। आने वाले दिनों में दिल्ली में टेस्टिंग डबल की जाएगी। Press conference  LIVE	not
कोरोना महामारीः संक्रमण के मामलों में भारत ने ब्राज़ील को पीछे छोड़ा	not
कोई नहीं कर सकता रेलवे का निजीकरण, सरकार की ऐसी कोई योजना नहीं रेल मंत्री पीयूष गोयल .	not
ये हैं साक्षि मिश्रा के पति कमजोर और निहायत सीधे साधे इंसान जो डर के मारे थर थर कांप रहे हैं। अरे हाँ एक बात तो भूल ही गया ये दलित भी हैं। भगवान ऐसा पति उन सबकी बेटियों को दे जिसको ये नेक दिल इंसान लगते हैं शुभकामनाएं…	host
शास्त्र और शस्त्र दोनो का ज्ञान, यही है हिंदुत्व की पहचान।। जागो हिन्दू जागो, कही देर न हो जाये।। जय श्री राम	host
बाराबंकी में साल की बच्ची से रेप करने वाले सूअर को एक भाई ने बीच सड़क पर ही चाकू से पूरा शरीर काट दिया… ियोभाई 	host
डिप्टी सीएम और हेल्थ मिनिस्टर नितिन पटेल ने इसका खंडन किया	host
बैंको का नही, बैंक खातो का विलय करो... जैसे मुकेश अंबानी के साथ गरीब के खाते का, तब अर्थव्यवस्था पटरी पर आएगी... 	host
उन्नाव केस पर सवाल करने वाली मुस्लिम छात्रा पर ख़तरा पिता ने कहा उन्हें अपनी बेटी की सुरक्षा की चिंता है ्नाव ूपीपुलिस ोगीआदित्यनाथ	not
बुराड़ी में दिल्ली सरकार का बेड का नया वर्ल्ड क्लास अस्पताल बन रहा है। करोना के इलाज के लिए हम बेड्स अभी शुरू कर रहे हैं। इसका जायज़ा लेने आज मैं और मनीष जी गए थे।	not
ने किया हाइपरसोनिक व्हीकल का सफल परीक्षण	not
आचार्य बालकृष्ण ने कथित तौर पर यह कहा है की संस्था ने कभी दावा नहीं किया की उनकी दवाई  करोनिल  कोरोनावायरस को ठीक कर सकती है या कण्ट्रोल कर सकती है पर हमनें दवाई बनाई और नियंत्रित रूप में क्लीनिकल ट्रायल किए जिससे कोरोना मरीज़ ठीक हुए थे  	host
ोज़गारनहींतोसरकारनहीं जितना तारीफ की जाए आप लोगों को काम है मैं भी फुल फैमिली बेरोजगार आपके साथ हूं सोशल मीडिया से अब सड़क पर आंदोलन के रूप में उतरनी चाहिए	host
चीन ने अरुणाचल प्रदेश को बताया अपना हिस्सा, भारतीय बंधकों पर कुछ नहीं दिया जवाब	not
यूपी वित्त मंत्री सुरेश खन्ना बोले आर्थिक गतिविधियों में तेजी, अगस्त में करोड़ रुपये बढ़ा राजस्व	not
PM पद की गरिमा इस तरह से खत्म कर दी जायेगी मुर्ख मोदी से ये हो उम्मीद थी एक नन्ही सी बच्ची से अच्छी तरह से पाठ पढ़ा कर लाना और अपनी गोद में उठाकर अपशब्द बुलवाना एक नीच ही कर सकता है  राहुल...पप्पू...राहुल गाँधी पप्पू है 	host
जरा सोचिए... कौन दे रहा है बुजुर्गों को सच्चा सम्मान...	not
जीडीपी में  गिरावट के लिए कौन जिम्मेदार कोरोना या सरकार अपनी राय कॉमेंट्स में बताएं.	not
शुक्रिया कैलाश जी, हमें इसी तरह देश के लोगों की मदद करनी है और उन्हें कोरोना से बचाना है।	not
उत्तर प्रदेश में लखनऊ मेट्रो का संचालन आज सवेरे फिर शुरू हो गया। पहली मेट्रो ट्रेन सवेरे बजे चली। लखनऊ मेट्रो ने यात्रियों की एक दूसरे से सुरक्षित दूरी, स्वच्छता और सफाई पर विशेष ध्यान दिया है।	not
साथ ही उपचार हेतु समुचित औषधियों का पर्याप्त स्टाक सुनिश्चित कराया जाए राहत आयुक्त, श्री संजय गोयल जी	not
एक महाराष्ट्र का संजय राऊत और एक दिल्ली का दल्ला संजय सिंग दोनो भी इतने कमीने और फट्टीचर है की इनको भारत मे जोड नही ंजयसिंहगुंडाहै	host
सरकारी बंगले में कुछ दिन और रहने की प्रियंका ने की अपील, पीएम मोदी ने अनुमति दी	host
उद्योग बन्धु से तीन तरह के उद्यमियों का जुड़ाव रहता है। एक वे जो अपना उद्योग संचालित कर रहे हैं, दूसरे वे जिनके उद्यम स्थापित हो रहे हैं तथा तीसरे वे उद्यमी जो प्रदेश में उद्योग लगाने के इच्छुक अथवा प्रयत्नशील हैं ACS, गृह व सूचना, श्री जी	not
 का चालान करने पर लडके ने अपनी कार में आग लगा दी और बीवी बच्चो को सडक पे पिस्तौल देके बिठा दिया। चाय बनाने वाला चीखता रहा कि वह चौकीदार बनने के ही काबिल है, परन्तु अंधभक्तों ने उसे PM बना दिया, मानसिक संतुलन खोता नौजवान, अभी तो यह ट्रेलर है...	host
सुमित नागल यूएस ओपन में साल में मेन्स सिंगल्स का पहला मैच जीतने वाले पहले भारतीय बने	not
स्थिति का अपडेट पूर्वी लद्दाख सतर्क भारतीय सैनिकों ने पैंगोंग त्सो लेक के दक्षिणी छोर पर पीएलए सैनिकों की इस उकसाऊ कोशिश को पूरी तरह से नाकाम किया विवरण 	not
सामाजिक एवं आर्थिक विकास को समर्पित उत्तर प्रदेश का विश्वस्तरीय इंफ्रास्ट्रक्चर, प्रदेश को उन्नति के पथ पर अग्रसर करने में सहायक है।	not
बड़े बैंकों ने उठाए ऐसे कदम, जिनका असर होगा सीधे आपकी जेब पर via	not
देखिए, इस वक्त की प्रमुख ख़बरें  पूर्व राष्ट्रपति प्रणब मुखर्जी के निधन पर पूरे देश में शोक की लहर  राष्ट्रपति और पीएम ने किया प्रणब दा को याद  JEE और NEET परीक्षाएं आज से शुरू  संसद का मॉनसून सत्र सितम्बर से 	not
प्लेकार्ड कहता है चूतिया हूँ, हिन्दू नहीं	host
सरकार ने दिवंगत नेता के सम्मान में सात दिन के राजकीय शोक की घोषणा की	not
सुशांत मामले में कंगना का दावा एक्ट्रेस ने कहा एम्स ने खुदकुशी की संभावना से इनकार किया, गला घोंटकर हत्या करने की आशंका डिप्रेशन की थ्योरी पर दीपिका पर निशाना साधा	not
सुप्रीम कोर्ट के खिलाफ धरना प्रदर्शन.. कोलेजियम सिस्टम से एक ख़ास जाति के लोग ही जज बन रहे हैं. इसलिए कोलेजियम सिस्टम समाप्त करके सभी वर्गों का सुप्रीम कोर्ट में प्रतिनिधित्व सुनिश्चित किया जाना चाहिए.	not
मिनिषा ने के खिलाफ चल रहे मीडिया ट्रायल की आलोचना की है	not
भारत में कोरोना वायरस के एक दिन में सबसे ज्यादा मामले	not
एक मूल निवासी मुख्यमंत्री होने की फर्क समझिए इनकी घर देखे दीवार में छेद नजर आएगी एक उद्योगपति के साला मुख्यमंत्री के घर देखिएगा राजा महाराजा की बंगला भी फीकी पड़ जाती है	host
जिनको वहम था कि मनमोहन सिंह प्रधानमंत्री थे, वह यह वीडियो दोचार बार आंखें खोलकर देख लें, सारा वहम दूर हो जाएगा 	host
वीं पंचवर्षीय योजना के आकलन के अनुसार, भारत में वर्कफोर्स के परसेंट से भी कम लोगों ने औपचारिक व्यावसायिक शिक्षा प्राप्त की थी। यह संख्या संयुक्त राज्य अमेरिका में परसेंट, जर्मनी में परसेंट और दक्षिण कोरिया में परसेंट थी।	not
हमारे देश ही अधिकतर जनता में समझदारी की कमी है लेकिन नेता तो बहुत ज्यादा ही कमीनी हैै जिसमें कांग्रेस प्राइवेट लिमिटेड तो साथ ही देशद्रोही भी है	host
उत्तर प्रदेश के यशस्वी एवम तेजस्वी,माननीय मुख्यमंत्री जी को जन्मदिन की हार्दिक शुभकामनाएं।ईश्वर आपको दीर्घायु प्रदान करें। Regards Pandit Dhawan sharma Haryana Student Union	not
बाबा आपने के चुनाव से पहले कुछ बातें बोली थी याद है बाबा बाल्मीकि भी बीएमडब्ल्यू से झाड़ू मारने जाएंगे क्या हुआ तेरा वादा	host
 आज से अनलॉक4 की शुरूआत, जानें क्या खुलेगा और क्या रहेगा बंद	not
ये सभी सवाल महत्वपूर्ण हैं, हर सवाल के समाधान के लिए सब मिलकर काम कर रहे हैं। शिक्षा मंत्रालय की तरफ से भी लगातार संवाद जारी है। राज्यों में हर स्टेकहोल्डर की पूरी बात,हर राय को खुले मन से सुना जा रहा है। आखिर हम सभी को मिलकर ही तो तमाम शंकाओं और आशंकाओं का समाधान करना है PM	not
कभी कश्मीरी हिंदू भी शांति के कबुतर उड़ाया करते थे, आज शरणार्थी कैम्पो में दाना चुग रहे है। धर्म के प्रति कट्टर बनो	host
CM नीतीश कुमार के निश्चय संवाद से पहले तेजस्वी यादव ने की सवालों की बौछार, कहा रैली में जवाब जरूर दें रिपोर्टः	not
कुतिया अंबेडकर का नाम मत ले नही ऐसा घुसेड़ेंगे की दोबारा पंगा नही लेगी , सोच समझ के बोल हराम की जनी	host
BREAKING लोकसभा में ने उठाया किसानों का मुद्दा, रक्षा मंत्री बोले की वजह से दयनीय है किसानों की हालत	not
यूपीः रायबरेली में दिनदहाड़े गायब हुआ नाबालिग बच्चा, गांव में सनसनी, युवती पर आरोप	not
चीन बारबार क्यों करता है घुसपैठ की कोशिश	not
कांग्रेस अब करेगी कॉस्ट कटिंग, मीडिया कॉर्डिनेटर रचित सेठ ने दिया इस्तीफा रिपोर्ट	not
उत्तरपूर्व को छोड़कर बाकी सभी क्षेत्रों में सामान्य वर्षा दर्ज की गई उत्तरपूर्व में सामान्य से प्रतिशत कम वर्षा दर्ज की गई मौसम विभाग	not
मुसलमानों ने मां काली की मूर्ति को जला दिया। मुर्शिदाबाद, पश्चिम बंगाल राज्य 	host
योगी जी के नेतृत्व में उप्र सतयुग की ओर बढ़ रहा है।लखीमपुर खीरी में दलित छात्रा का रेप करके हत्या कर दिया।आये दिन दलितों के साथ ऐसा हो रहा है।	not
निश्चय संवाद जिनके राज में सामूहिक नरसंहार होता था, क्राइमकरप्शनकम्युनिज्म का राज था वे वह हमारे बारे में बोल रहे हैं नीतीश कुमार	not
यह विशुद्ध रूप से मेरे दर्शकों से हंसी लाने के लिए था।	host
जब सोनिया गाँधी एक बार डाँसर थी	host
आप लालकिले के लिए रो रहे हैं... हमारा तो पीएम ही  पिछले साल से अम्बानी के यहाँ गिरवी पड़ा हैं 	host
गाज़ियाबाद में एक महिला ने फांसी लगाकर आत्महत्या कर ली. महिला ने सुसाइड के पहले एक वीडियो बनाया, जिसमें वो अपने ससुरालवालों पर परेशान करने का आरोप लगा रही हैं. पुलिस ने महिला के मोबाइल से वीडियो बरामद कर पति और सास को अरेस्ट कर लिया.	not
सुशांत के टैलेंट की बहन ने दिखाई झलकदोनों हाथों से एक साथ लिख लेते थे सुशांत, दुनिया में  से कम लोगों के पास होता है ये हुनर, बहन ने वीडियो शेयर करते हुए कहा, रेयर जीनियस	not
जून तिमाही में पिछले साल के मुकाबले पर्सेंट की गिरावट दुनिया की बड़ी अर्थव्यवस्थाओं में सबसे अधिक है।	not
पूरे करोना काल में टीवी पर सबसे ज्यादा चर्चित नेता मोदी जी बने जबकि जलील होने के मामले में राहुल गांधी अभी भी नंबर वन पर है 	host
जीडीपी आज गिरी है कल खड़ी हो जाएगीइसका यह मतलब नही कि देश को देश बेचने वालों के हवाले कर दे मोदी जिंदाबाद था है रहेगा ्वप्रिययोगीजी	host
RJD में शामिल होंगे रामा सिंह, लालू यादव के करीबी नेता रहे रघुवंश प्रसाद सिंह पर साधा निशाना रिपोर्ट 	not
जीतन राम मांझी का महागठबंधन से जाना दुखद, हमें नुकसान हुआ है उपेंद्र कुशवाहा	not
सुशांत के ड्रग एडिक्शन पर दोस्त का बयान प्रोड्यूसर संदीप सिंह बोले उन्होंने मेरे सामने कभी ड्रग्स नहीं लिया, अगर रिया ऐसा कह रही हैं तो वे ही जानती होंगी	not
आम आदमी पार्टी की दिल्ली विधानसभा की सीटों में से मुसलमानों को । जरा सोचे । दिल्ली बनेगा रावलपिंडी । शेयर करे और देखे केजरीवाल उर्फ केजरुद्दीन जो दिल्ली को किस तरह स्व पाकिस्तान बनाना चाह रहे है सब आपके सामने है उनके विधायको की पहली लिस्ट....जागो हिन्दू जागो	host
तुम बहन के laudo ने अपने इसी chutiyape से इस कुतिया को जिसको कुछ महीनों पहले कोई जानता भी नहीं था, उसके अपने सुअरों के प्रदेश का स्टार बना दिया l तुमने खुद एक दुश्मन बढ़ाया l और अब एक एक्स्ट्रा दुश्मन हैंडल करना पड़ रहा है l गुमनामी की मौत मारना कब सीखोगे बे Chutiyon.	host
दिल्ली लोधी श्मशान घाट में पूर्व राष्ट्रपति प्रणब मुखर्जी का अंतिम संस्कार किया जा रहा है। देखिए रिपब्लिक भारत पर 	not
बीजेपी एकमात्र अकेली ऐसी पार्टी है जो न सिर्फ भारत बल्कि, पाकिस्तान अफगानिस्तान और बांग्लादेश के हिंदुओं के लिए भी लड़ रही है,	host
तुम्हारा पूरा परिवार इसी काम में लिप्त है इसी वजह से तुम्हारी शब्द इस तरह की गंदी है गांडू की सरकार है इस वजह से वह ऐसे वीडियो भेज रहा है मुझे परेशान कर रहे हैं	host
कल बैतूल, मुरैना व इंदौर में ऑक्सीजन जाँच अभियान चलकर लोगों का ऑक्सीजन लेवल चेक किया गया।	not
Sovereign Gold Bond इस साल सस्ते में सोना खरीदने का आखिरी मौका आज से via	not
ALE  कोरोना वैक्सीन की हड़बड़ी पर डब्ल्यूएचओ की चेतावनी	not
 चीन भी मुसलमानों के आगे झुका   चीन के राष्ट्रपति ने मुसलमानों से अपने किये गऐ करमो की माफी मांगी ,,ओर मस्जिद मे जाकर दुआ की ,,  ये वही है ईसलाम को मिटाने का खवाब देख रहे थे,,, चीन मे अब तक कोरोना वायरस की वजह से वहाँ जिनदगिया मौत मे तबदील हुई ,,ईस बिमारी का कोई ईलाज नहीं हो सका	host
