text	multi_label
केजरीवाल ने शाहीन बाग एंटी सीएए प्रदर्शनकारियों को बिरयानी दी बीजेपी और आरएसएस इसके लिए भुगतान करते हैं। और केजरीवाल के साथ बिरयानी को लेकर लड़ाई करते हैं। पानी को लेकर केजरीवाल ने की बात भाजपा गोमूत्र की बात करती है। खुद के लिए जज कांग्रेस का समर्थन करें	defamation
एक आदमी  हे भगवान दंगा करने वाले लोगों को हिंदू कर दे, राहगीर  ये क्या बक रहा है बे तु, आदमी  मैं पत्रकार हूं जनाब काम धंधे में बरकत की दुआ मांग रहा हूँ।	defamation
दूसरे धर्म के लोगो की कत्ल करने की बात करने वाली किताब को, UN प्रतिबंधित कयु नही करता	hate
राजस्थान में भीलवाड़ा के एक छोटे से गांव में बच्चे की बलि देकर निकाली गयी यात्रा ।	fake
दिन से ऊपर हो गए सुशांत सिंह की आत्महत्या को खबर चलाते हुए अंत में सुशांत सिंह ड्रग्स लेने वाला साबित कर दीया मरने के बाद उसे अपराधी बना दी हत्या आत्महत्या की जांच हो रही थी अचानक ड्रग्स की जांच होने लगी	defamation
दिल्ली पुलिस की नार्थ डिस्ट्रिक्ट ने ढाई साल की बच्ची को बेचने के आरोप में पिता समेत लोगों को गिरफ्तार किया है जबकि एक आरोपी महिला की तलाश जारी है.	non-hostile
ने सुरक्षा के लिए का जताया आभार, जानिए क्या होती है	non-hostile
पुलवामा मे आंतकवादी हमले के CCTV वीडियो… ये वीडियो सामने आया है  पुलवामा हमले का सीसीटीवी फ़ुटेज सामने आया	fake
तूने जो ना कहा, मैं वो सुनता रहा ख़ामख़ा बेवजह, ख्वाब बुनता रहा	defamation,offensive
भारत के प्रधानमंत्री श्री नरेन्द्र मोदी जी कुम्भ मेले मे डूबकी लगाते हुए..	fake
समाज का नुकसान बुरे लोगों से नहीं.... बल्कि.... अच्छे लोंगो के चुप  रहने से होता हैं l	offensive
मोदीजी ने Economy बर्बाद की है तो कुछ सोच समझकर ही कि होगी	defamation,offensive
मई को, श्री राहुल गांधी ने दिल्ली के सुखदेव विहार फ्लाईओवर पर प्रवासी मजदूरों के एक समूह से मुलाकात की। उन्होंने प्रवासी कामगारों के साथ बातचीत की और उनसे उनकी राहत और समस्याओं के बारे में पूछताछ की। ाहुलगांधीमजदूरोंकेसाथ	fake
केंद्र सरकार और सुप्रीमकोर्ट अभिव्यक्ति की आज़ादी की सीमा तय करे.. हम रोज रोज अपने आराध्य पर गंदी शब्दावली बर्दास्त नही करेंगे हम पुरा पाषाण काल मे नही जी रहे, हम भी प्रतिकार स्वरूप उनकी माँ बहन एक कर देंगे. रndtv जैसे फिर चाहे जितना चिल्लाओ हमारे से ीरखानपेNSAलगाओ	hate
गज की दूरी की बात कर रहा है हजारों की संख्या में लोग इकट्ठे लाइन में खड़े हैं खड़े होने के बाद भी काम नहीं हो रही बीमारी के चपेट में लोग नहीं आ रहे हैं गरीब है इनको मरने के लिए छोड़ दो	hate
लद्दाख में झड़प से पहले चीनी सेना ने इलाके में तैनात किए थे लड़ाकू विमान, साजिश की कोशिश 	non-hostile
यह कमीना आज राज्यसभा में सभापति का जो अपमान किया है उसके लिये इसे इसकी सदस्यता से न सिर्फ़ निष्कासित किया जाये बल्कि इसे ज़िंदगी में किसी भी चुनाव लड़ने पर पाबंदी लगा देना चाहिए ।	offensive
रवीश कुमार का प्राइम टाइम  , SSC, Railway के परीक्षार्थियों का आंदोलन 	non-hostile
Petrol, Diesel Price बीते दिन में पेट्रोल रुपये हुआ महंगा, जानें आज की कीमत	non-hostile
सपना तो कोई भी देख सकता है चाहे कोई भी जाति या समुदाय हो देश के भविष्य के साथ अन्याय क्यों िक्षामेंआरक्षणक्यों	hate
अनलाॅक4 एअर इंडिया सितंबर से हैदराबाद, कोलकाता, भुवनेश्वर, गोवा और दिल्ली की सीधी उड़ान शुरू करेगी, अभी साप्ताहिक होंगी ये फ्लाइट	non-hostile
स्मॉल फाइनैंस बैंक लाइसेंस के लिए पेटीएम ने RBI को लिखी चिट्ठी, जानें चाइनीज कनेक्शन via	non-hostile
लेख में बताया गया है कि कैसे एक चीनी शोधकर्ता द्वारा संयुक्त राज्य अमेरिका को एक खतरनाक बायोवेपन बेचने की एक विस्तृत योजना ग़लत हो गई। बायोवेपन को शुरू में हांगकांग के विरोध प्रदर्शनों को हटाने के इरादे से बनाया गया था। लेख में आगे बताया गया है कि बायो एजेंट ग़लती से वुहान जंगली पशु बाजार के पास लीक हो गया, क्योंकि चीनी अधिकारियों ने कथित रूप से इस सौदे को रोकने की कोशिश की थी।	fake
जो सरकारी कंपनियां मोदी बेचते हैं उसे अडानी अंबानी खरीदते हैं या अडानी अंबानी जो कंपनियां चाहते हैं उसे मोदी बेचते हैं	hate
इस तथ्य से निराश होकर कि पाकिस्तान की सेना ने यह भी महसूस नहीं किया कि भारतीय सेना ने कितनी चालाकी और साहस से पाकिस्तान में प्रवेश किया और आतंकवादियों को मार गिराया, इमरान खान ने फिल्म को कर मुक्त कर दिया है ताकि पाकिस्तानी भारतीय सेना की भविष्य की योजनाओं को समझ सकें और उनके विस्तार का अनुमान लगा सकें। पाकिस्तान के पीएम इमरान खान ने घोषणा की कि फिल्म को कर मुक्त बनाया जाएगा और पाकिस्तान की सेनाओं को पहले दिन ही इसे देखना होगा। पाकिस्तान सेना के जनरल ने भी पाकिस्तान सेना के प्रमुख अधिकारियों से फिल्म से सीखने की दस पेज की विस्तृत रिपोर्ट प्रस्तुत करने को कहा है। उरी को पाकिस्तान में टैक्स फ्री कर दिया गया	fake
कृपया संज्ञान में लेकर आवश्यक कार्यवाही करें।	non-hostile
सुप्रीम कोर्ट को पहले बार प्रशांत भूषण ने अवकात पर ला दिया ।₹1 जुर्माना लगाकर अपना पिछा छुड़ाया।	non-hostile
शिशुपाल बैठ जा, मौलाना बैठ जा, बैठ और सुन तु कितना भी चिल्लायेगा मंदिर वही बनेगा, घोड़े खोल ले, मंदिर वही बनेगा। ये किस महान पुरुष के शब्द हैं। 	hate
कंगना को सरकारी सुरक्षा कंगना रनोट को केंद्र सरकार वाई श्रेणी की सुरक्षा देगी, एक दिन पहले ही एक्ट्रेस ने शिवसेना पर धमकाने के आरोप लगाए थे	non-hostile
कंगना को केंद्र से मिली सुरक्षा Y कैटेगरी के सिक्योरिटी कवर में मुंबई जाएंगी कंगना महाराष्ट्र के गृहमंत्री बोले मुंबई का अपमान करने वालों को सिक्योरिटी मिलना दुख की बात	non-hostile
कोरोना महामारी के प्रसार को रोकने में आप भी महत्वपूर्ण भूमिका निभा सकते हैं। ध्यान रहे, सार्वजनिक जगहों, दफ्तर और सड़क पर थूकने से भी संक्रमण फैल सकता है।	non-hostile
ुशांतसिंहराजपूतकेस का मामला, शोविक,सैमुअल का आज मेडिकल टेस्ट, एनसीबी आज मेडिकल टेस्ट कराएगी, ड्रग पेडलर जैद ने पूछताछ में बताया था, शोविक ड्रग का पेमेंट कैश करता थाजैद, सैमुअल को जैद ने ड्रग की सप्लाई की थी।	non-hostile
क्या अनलॉक की वजह से देश में तेजी से और लगातार कोरोना संक्रमण की दर बढ़ रही है	non-hostile
वंचित क्षेत्रों में उच्च शिक्षा के लिए वर्ष तक प्रत्येक जिले में या उसके समीप कम से कम एक बड़ा मल्टीडिसिप्लिनरी हायर एजुकेशन इन्स्टीट्यूशन उपलब्ध कराने का लक्ष्य है। इसके लिए राज्य स्तर पर अनेक कदम उठाए जाने होंगे	non-hostile
करोना की आड़ में कई बड़े हॉस्पिटलों में चल रहा है ंगतस्करी का धंधा इसलिए सावधान रहें सतर्क रहें	non-hostile
कोरोना के लक्षण वाले छात्र दे पाएंगे या नहीं एक क्लिक में जानें अपने सवालों के जवाब	non-hostile
यादरखो थप्पड़ तो महात्मा गांधी को भी मारा गया था परंतु वह एक महिला थी महात्मा गांधी ने उनकी इज्जत के साथ दूसरा गाल दिखाया था परंतु यहां थप्पड़ बाजी राजनीतिक घटियापन के वजह से हो रही है इसलिए मारने वाले का हाथ तोड़ दो ताकि थप्पड़ मारने वालों को सबक मिले किसी के बहकावे में ना आएं	hate,offensive
असम, बिहार और यूपी के कई क्षेत्रों में आई बाढ़ से जनजीवन अस्त व्यस्त है। लाखों लोगों पर संकट के बादल छाए हुए हैं। बाढ़ से प्रभावित लोगों की मदद के लिए हम तत्पर हैं। मैं कांग्रेस कार्यकर्ताओं व नेताओं से अपील करती हूं कि प्रभावित लोगों की मदद करने का हर संभव प्रयास करें।	fake
मेटाडाटा के स्क्रीन शॉट से दावा की वीडियो को घटना के समय से पहले रिकॉर्ड किया गया है	fake
चाइना मे लोग बसें भर भर कर नमाज पढ़ने आ रहे हैं और झुंड के झुंड इस्लाम कुबूल कर रहे हैं। अलहम्दुलिल्लाह बस नाम रहेगा अल्लाह का जो हाज़िर भी है नाज़िर भी है	fake
राहुल गांधी ने एक बार फिर मोदी सरकार पर छात्रों के भविष्य से खिलवाड़ करने का लगाया आरोप	non-hostile
सुशांत केस की जांच कर रहे CBI अफसरों ने क्या अहम बातें बताईं, चेन्नई का सीरो सर्वे क्या कहता है और क्यों फेसबुक से नाराज़ हैं रविशंकर प्रसाद सुनिए सितंबर के ‘आज का दिन’ में के साथ.	non-hostile
राजस्थान रोडवेज ने आज से मध्य प्रदेश और उत्तर प्रदेश के विभिन्न शहरों समेत धार्मिक स्थलों के लिए अपनी सेवाएं शुरू कर दी हैं	non-hostile
आमजनता जिनको सभी नहीं कुछ लोग हीरो हीरोइनें समझते थे कमिने चरसी निकले थाली गया भांड मैं बड़े बुजुर्ग ने कहा है एक मछली पुरे तालाब को गंदा कर देती हैं, बॉलीवुड बदनाम हुआ कुछ कमिने और कुछ कमीनी के कारण, कितना भी अच्छा अंकटिग कर लो चरसी लोग, आमजनता के नज़रो से गीर गए हो,दम मारो दम	defamation,offensive
सुशांत केस में अभी तक कोई गिरफ्तारी नहीं हुई कही ऐसा न हो कि यहां जांच चलती रहे और वहाँ मुख्य गुनाहगार प्यादों को गायब कर दे। सबूत तो गायब कर ही दिए है। ंदीपसिंह की तो अभी तक जांच ही नहीं हुई	fake
मजबूत विदेशी संकेतों के बावजूद भारतीय बाजारों की शुरुआत आज सुस्ती के साथ हुई लेकिन कमाई का मौका अभी भी बरकरार	non-hostile
सुशांत के पोस्टमॉर्टम में सभी नियमों का पालन हुआ ,एम्स के आरोप सही नहीं  BMC मेयर	non-hostile
इस तस्वीर में जो आलीशान सोहफे और विश्वस्तरीय इंटीरियर डिजाइन हैं यह किसी का ड्राइंग रूम नहीं है यह देश के प्रधानमंत्री के लिए खरीदा गया बोइंग वीवीआइपी एयरक्राफ्ट है , इसकी सज धज और शानो शौकत से आप अंदाजा लगा सकते हैं अपने आप को जनता का सेवक और चौकीदार कहने वाला कितना विलासिता पूर्ण जीवन जीने का आदी हो चुका है । और यह विश्वस्तरीय सुविधाओं से लैस एयरक्राफ्ट अगस्त या सितंबर माह में भारत आ जाएगा बस फिर मोदी जी के विदेश दौरे चालू। ऐसी तमाम आधुनिक सुविधा व्यवस्थाओं से लैस ऐसे बोइंग वीवीआइपी एयरक्राफ्ट खरीदे जा रहे हैं जिनकी कीमत लगभग करोड़ रूपया है।	fake
साला इस संजय सिंह को काहे का दर्द हो रहा है किसान तो हमें भाई जब हमें खुशी है तो इन्हें क्यों दुख	fake,offensive
शर्मिष्ठा मुखर्जी ने इस वजह से कहा था कि जिसका डर था, वही हुआ 	non-hostile
आंध्र प्रदेश स्टेट हैंडलूम वीवर्स कोऑपरेटिव सोसाइटी के पूर्व चेयरमैन गुजजाला श्रीनिवासुलु के आवास पर की छापेमारी, जानिए क्याक्या किया गया ज़ब्त	non-hostile
Vodafone Idea की रिब्रांडिंग, सात बातें जो आपके लिए हैं जरूरी idea	non-hostile
शर्म करो सरकार.. डॉक्टर कफील खान को न्याय दो...	non-hostile
लोकतंत्र का गला कैसे घोटा जाता है, सीखिए BJP विधायक अनिल उपाध्याय से...	defamation
ये साले ऐसे ही ह जो विरोध करे उसे देस धरोहि घोसित कर देते है। और खुद हिन्दू मुस्लिम करते घूमते है जिसकी आज्ञा तो संविधान भी नही देता।	hate
फतवा मदद करना हराम है। स्वीडन नामक मुल्क में ठंड अधिक होती है और हम मुस्लिम बस सभी की मदद करना चाहते है ,तो हमारे कुछ कोमी भाईयो ने ठंड भगाने के लिए थोड़ी सी आग क्या जला दी,तुम काफिर तो हमे बदनाम करने पर तुल गए।अरे काफिरों और कितना नीचे गिरोगे।्वीडनदंगे	hate
हम यहा फुटबॉल कबड्डी खेलने नही आए हें हमारी आवाज ,सरकार तक पहुँचाने ओर चमचो की बजाने आए है हम नारी की इज्जत करते हे पर इसका ये मतलब नही की हम अनुष्का जेसी चुड़ेलो की बी इज्जत करे जो हमारे धर्म संस्कृती संस्कार को नष्ट करने मे लगी है हम राष्ट्रवादी है ओर रहेगें..जय श्री राम	offensive
प्रधानमंत्री, ने पूर्व राष्ट्रपति ‘भारत रत्न’ श्री प्रणब मुखर्जी के निधन पर गहरा शोक व्यक्त किया	non-hostile
हिना से सोनी बनी लड़की परिजनों से परेशान होकर पहुंची पुलिस के पास, हिना ने हिंदू रीति रिवाज से शादी की थी, शादी के बाद सोनी नाम रखा, बर्रा गुजैनी के नितेश के साथ लव मैरिज की, परिजन देते हैं जान से मारने की धमकी, बर्रा के गुजैनी मर्दनपुर गांव का मामला।	non-hostile
राहुल गांधी ने अपनी शादी की बात छिपाई, उन्होंने कोलंबिया मूल की एक महिला से शादी की है	fake
   दंगा करे टोपी वाले ... और शांति बनाए रखें हिन्दू   बैंगलोर दंगे  दिल्ली दंगे 	offensive
देश में एक दिन में कोविड19 के रिकॉर्ड नए मामले सामने आए, कुल मामले लाख के पार हुए	non-hostile
यह कोलकाता के महेशतला में संतोषपूरी का रहने वाला है।इसे इतना वायरल करें की इसकी गिरफ्तारी हो सके।	fake
बिहार लुटेरों ने पहले की लूट, फिर सामान के साथ मकान मालिक की बेटी को भी लेकर हुए फरार	non-hostile
यूट्यूब से सुशांत सिंह राजपूत के लीड रोल वाले सीरियल ‘पवित्र रिश्ता’ के सभी एपिसोड डिलीट कर दिए गए हैं। साथ ही ओटीटी प्लेटफॉर्म से भी एमएस धोनी एन अनटोल्ड स्टोरी समेत सुशांत की सभी फिल्मों को इंटरनेट से हटाए जाने का भी दावा किया जा रहा है।	fake
सुशांत केस में रिया चक्रवर्ती से आज पहली बार सीबीआई कर रही है पूछताछ, डीआरडीओ कार्यालय में हो रही है पूछताछ	non-hostile
    आज का मीडिया देश के लिए हानिकारक है ..	defamation,hate
निशा सिंह भक्तों को यही मालूम नहीं है कि आईपीएल क्या होता है इन कुत्तों को सिर्फ यही मालूम है हिंदूमुस्लिम बस और लगता है और जितने भगत है ना उनके घर का गेट रात को खुला रहता ह तभी तो आदित्य विनायक जैसी औलादे पैदा होती है ना	hate
प्रदेशवासियों की सुलभ कोविड जांच हेतु प्रदेश के राजकीय तथा निजी मेडिकल कॉलेजों में BSL2 लैब का ईलोकार्पणशुभारंभ...	non-hostile
कोल इंडिया 24 तक परियोजनाओं में लाख करोड़ रुपये से ज्यादा का करेगी निवेश केंद्रीय मंत्री फर्स्ट माइल कनेक्टिविटी परियोजनाओं में करोड़ रुपये निवेश करेगी कोल इंडिया विवरण	non-hostile
आंध्र प्रदेश के तिरुपति बालाजी मंदिर द्वारा अयोध्या में राम मंदिर के निर्माण के लिए करोड़ रुपये दान	fake
इस भ्रष्टाचार से कब आज़ाद होगा देश हैदराबाद में किसारा मंडल के तहसीलदार रिश्वत लेते हुए पकड़े गए , एंटी करप्शन ब्यूरो की टीम ने घर और अन्य ठिकानों पर भी छापेमारी की है	non-hostile
COMDEK परीक्षा देने वाले कई छात्र कोविड19 पॉज़िटिव, अभिभावकों और ग्रैंडपेरेंट्स की मौत और स्क्रीनशॉट में आर्टिकल पब्लिश होने की तारीख़ अगस्त है। हेडलाइन में COMEDK की स्पेलिंग को COMDEK लिखा है, जो कि ग़लत है।	fake
योगी सरकार ने मेरे ख़िलाफ़ बस्ती और गोरखपुर में भी FIR करा दी है अभी तक मात्र FIR नाइंसाफ़ी है। जब से हुए हैं ज़िल्ले इलाही मेरे ख़िलाफ़ मुंसिफ़ मेरे ख़िलाफ़ गवाही मेरे ख़िलाफ़ पानी की बूंदबूंद पे पहरा बिठा दिया जब से हुआ है लश्करएशाही मेरे ख़िलाफ़।	non-hostile
आखिरी टी20 में जीता पाकिस्तान। तीन मैचों की सीरीज रही बराबर।	non-hostile
वीडियो रूस में महिला के मुंह से निकाला गया सांप गार्डन में सोते वक्त मुंह से पेट में घुस गया था फीट का सांप, डॉक्टरों ने बेहोश कर ट्यूब की मदद से बाहर निकाला	non-hostile
अभिनेता सोनू सूद ने की काशी के नाविकों की मदद, जानें किसने जताई नाराजगी	non-hostile
सबील अहमद पर आरोप है कि उसने में बेंगलुरू से ही कुछ लोगों को लश्कर में भर्ती कराने की कोशिश की थी.	non-hostile
तेज वृद्धि के साथ भारत में करोड़ से अधिक कोरोना जांच कोविड के कुल मामलों में से प्रतिशत अकेले राज्योंमहाराष्ट्र, आंध्र प्रदेश और कर्नाटक में दर्ज किए गए विवरण 	non-hostile
 होटल, रेस्टोरेंट तो खुल गए, लेकिन बाहर का खाना क्या सुरक्षित है	non-hostile
ेहदशर्मनाकानपुर पुलिस वालों का हत्यारा िकासदुबे CM ोगीआदित्यनाथ के साथ ... इतनी बड़ी चूक हमसे कैसे हो गई हम तो समझ ही नहीं पाए कि हमें तो अपनों ने मारा गैरों में कहां दम था..... — shaziatasneem  July , कानपुर की घटना का मुख्य आरोपी विकास दुबे योगी आदित्यनाथ जी के साथ अठखेलियां करता हुआ ।बडे शर्म की बात है। — उदय पटेल  भारतीय किसान 	fake
इंदौर में बीजेपी नेता हाजी इनायत हुसैन का निराला स्वागत हुआ और फिर क्या था हुआ जमकर धुलाई भक्तों की नींद हराम उन लोगों का कहना है कि कहीं मेरा भी नंबर न आ जाए 	defamation
कंगना मेरे बंगला है, ऑफिस है, जनसमर्थन है ...… क्या है तुम्हारे पास …हये हिपोपोटेमस मेरे हातो में नौ नौ चूडियाँ हैं। 	defamation
ये हो रहा है मुस्लिम बहुसंख्यक इलाकों में हिन्दू बहू बेटियों के साथ, सोचो अगर कल ये तुम्हारे साथ हो इसको देखकर भी अगर तुम्हारी समझ में नहीं आता तो तुम्हे भगवान भी नहीं बचा सकते।	fake
अमेरिकी विदेश मंत्री माइक पोम्पिओ ने कहा कि के निधन से अमेरिका को गहरा दुख हुआ है।	non-hostile
कंगना को अगर मुख्यमंत्री को तू बोलने पर Y सुरक्षा दी जाती है। फिर तो मुझे Z देनी चाहिए थी। 	defamation
कोरोना से जंग में दिल्ली की बड़ी तैयारी, डीआरडीओ के बेड वाला अस्पताल चालू	non-hostile
सुशांत डेथ केस में ट्विस्टअभिनेता की मौत से दिन पहले बहन प्रियंका ने वॉट्सऐप पर दी थी दवा लेने की सलाह, रिया का दावा इस चैट के बाद सुशांत से बहस हुई और वे वहां से चली गई थीं	non-hostile
ये लोग पुलिस की वर्दी में बीजेपी और आरएसएस के गुंडे है जो बेचारे इन गरीब दलित किसानों को मार रहे हैं। बुराई इन पुलिस वालों में नहीं है बल्कि बीजेपी सरकार में है। जिस प्रदेश में बीजेपी सरकार चला रही है वहां ऐसा ही देखने को मिलता है।	hate,offensive
ओर बाहर जनता कमिनी कांग्रेस कि धज्जीया उडा रही हे चरणचाटो	defamation,offensive
चाइनीज App block. GDP is  अब तो पक्का GDP 1182395 हो ही जाएगी. वाह मोदी जी वाह.	defamation
उच्चतम न्यायालय ने दूरसंचार कंपनियों को समायोजित सकल राजस्वए जी आर का एक दशलमव चार लाख करोड का बकाया सरकार को देने के लिए दस वर्ष का समय दिया।	non-hostile
GDP में अप्रैलजून के दौरान   की अब तक की सबसे बड़ी तिमाही गिरावट आई है 	non-hostile
संयोग नही प्रयोग था, अब अलग अलग जगह साधुओं की लीनचिंग की जा रही है, मारने वाले मुसलमान हैं, कल आपका नंबर आने वाला है ये सब आपको घर मे घुस कर मरेंगे दिल्ली की तरह बचना है तो इन आतंकवादियों को जेल भिजवाओ, मामला Lane C15, Turner Road, Dehradun का मालूम पड़ता है क्या किसी सनातन धर्मी बुजुर्ग की इस तरह पिटाई करना उचित है और वहां खड़े लोगोंने इस अमानवीय घटना को रोकने की जगह पर सिर्फ एक वृद्ध साधु को पीटते हुए देख रहे थे यह बहुत ही ज्यादा शर्मनाक है	fake
िल्ली के मुख्यमंत्री िंदकेजरीवाल जी का दिल से धन्यवाद जिन्होंने िराड़ी विधानसभा को ंदन बना दिया 	fake
संविधान के अस्थायी अनुच्छेद के आधार पर जम्मूकश्मीर का पृथक कानून बना है, वह एकीकरण के रास्ते में बाधा है। इसने जम्मूकश्मीर और शेष भारत के लोगों के बीच एक मनोवैज्ञानिक रुकावट पैदा कर रखी है।  जनवरी , भारतीय जन संघ केन्द्रीय कार्य कार्यसमिति	non-hostile
चमचों की चचडी़ फिर जली साले कुतरे नौंच नौंच खाते रहे सतर साल से किसान को अब इनका हुक्का पानी बंद किया तो पिछवाड़े से धु धु कर धुआ निकल रहा इनके। ये बदजात किसी के नहीं िसानसंगप्रधानमंत्रीमोदी √√√√	hate
‘होस्टेजेस’ के सीजन में खतरनाक कातिल बने डीनो मोरिया, समझिए कैसे की अपने इस किरदार की पूरी तैयारी	non-hostile
समस्त आर्थिक गतिविधियों को तेजी से संचालित करने के निर्देश देते हुए मुख्यमंत्री श्री जी ने कहा कि जीएसटी की समीक्षा की जाए। उन्होंने कहा कि जीएसटी के तहत राजस्व संग्रह की वह स्वयं समीक्षा करेंगे ACS, गृह व सूचना, श्री जी	non-hostile
नागरिकता विधेयक का विरोध करने वाले इस्लामवादियों की मानसिकता। भारत ऐसे नागरिकों को क्यों चाहेगा हिंदू निर्माण करते हैं। इस्लामवादी विनाश करते हैं। मोदी आप काम करें।	fake
उच्चतर शिक्षा में गुणवत्ता को लेकर फैसला मनीष सिसोदिया 	non-hostile
बेरोजगारी के इस दौर में जब जैसे नेता नरेगा की तरह शहरी रोजगार गारंटी कानून की बात कर रहे हैं। के प्रदेश अध्यक्ष जी ने में इस विषय में प्रतिष्ठित अखबार में लेख लिखकर शहरी रोजगार गारंटी कानून बनाने का सुझाव दिया व मसौदा भी तैयार कर रखा है।	non-hostile
   कंगना और शिवसेना की लड़ाई में हलाल तो आम आदमी हो रहा है कोरोना से आम आदमी मर रहा है रोजगार आम आदमी का जा रहा है महंगाई…	hate
   अगले ने नमस्ते ट्रम्प करा कर पूरे देश मे कोरोना फैला लिया फिर भी ट्रम्प की नजरों में पाकिस्तान से भी नीचे रह गया अमेरि…	hate
सैकड़ो बच्चों का हत्यारा काफिल खान की रिहाई वाले फैसले से जो खुश है उन्हें मै बता दूं आदेश तो कोर्ट ने CAA विरोधियों के पोस्टर हटाने के भी दिए थे बाबा ने नया कानून बना कर बोलती बंद कर दी थी खैर कफीलुआ रहेगा जेल में ही बस आगे देखते जाओ.	hate,offensive
दिल्ली में यूं ही नहीं हो गई शिक्षा क्रांति। एक शिक्षिका को सुनें आसपास की दुकानों से लेकर कोरियर वाले तक की मदद लेकर झुग्गियों में एक एक छात्र तक पहुँचने की कोशिश कर रही हैं. इनके लिए शिक्षा नौकरी नहीं जुनून है। शिक्षक दिवस पर अभिनंदन।	non-hostile
भारतीय खगोलविदों ने ब्रह्मांड की सबसे दूर की नक्षत्र आकाशगंगाओं में से एक की खोज की	non-hostile
मौसम अगस्त दिल्लीNCR में छाए रहेंगे बादल, हल्की बारिश होने की संभावना 	non-hostile
इस तरह ऑनलाइन बुक करें रसोई गैस सिलिंडर, रुपये सस्ता मिलेगा via	non-hostile
ये दिन देखने से पहले मुझे मौत क्यों नही आ गई क्या अब ये छोटे छोटे भाजपाई बच्चे भी राहुल सर को ज़लील करेंगे।	fake
 खुलने वाला है ड्रग्स, डिप्रेशन और डेथ का गेम  देखें सबसे बड़ी	non-hostile
जैसे महिलाओं के ब्लाउज रूपी बटुए में रखे नोट पर पोर्नग्रेसियों के बापू की मुस्कराहट खिलीखिली नजर आती है.  v v बिलकुल उसी तरह इस तस्वीर में कांग्रेस के समर्थन में नग्न होकर फोटो शूट करवा रही तनीषा सिंह के चुम्बन पर आउल बाबा की स्माइल निकल गयी है.  v v v हा हा हा हा... अट्टहास.LOL हंसना जरूरी है.	fake
‘ईज ऑफ डूइंग बिजनेस’ रैंकिंग में लंबी छलांग लगा नंबर दो पर पहुंचा उत्तर प्रदेश पिछले साल थी वीं रैंकिंग, तेजी से बदली करोबार सुधार कार्ययोजना की नीति।	non-hostile
रामायण सीता की खोज में लंका जा रहे थे हनुमान, उस समय जाम्बवंत ने कहा था कि रावण को मारना नहीं है, लंका को नुकसान नहीं पहुंचाना है, आप बस सीता का पता लगाकर लौट आना	non-hostile
